DetailValue,DetailType,Success,source_product_title,source_JobURL
Material,Resin,Succeeded,Algreen Castilla 50 Gallon Rain Barrel,https://www.walmart.com/ip/Algreen-Castilla-50-Gallon-Rain-Barrel/23914414
Features,Decorative,Succeeded,Algreen Castilla 50 Gallon Rain Barrel,https://www.walmart.com/ip/Algreen-Castilla-50-Gallon-Rain-Barrel/23914414
Model,81313,Succeeded,Algreen Castilla 50 Gallon Rain Barrel,https://www.walmart.com/ip/Algreen-Castilla-50-Gallon-Rain-Barrel/23914414
Manufacturer Part Number,81313,Succeeded,Algreen Castilla 50 Gallon Rain Barrel,https://www.walmart.com/ip/Algreen-Castilla-50-Gallon-Rain-Barrel/23914414
Assembled Product Weight,17.5 Pounds,Succeeded,Algreen Castilla 50 Gallon Rain Barrel,https://www.walmart.com/ip/Algreen-Castilla-50-Gallon-Rain-Barrel/23914414
Assembled Product Dimensions (L x W x H),23.00 x 23.00 x 33.00 Inches,Succeeded,Algreen Castilla 50 Gallon Rain Barrel,https://www.walmart.com/ip/Algreen-Castilla-50-Gallon-Rain-Barrel/23914414
Features,KITCHEN:CIRCLE,Succeeded,Full Circle Home FC11301-GS GRN Compost Collector,https://www.walmart.com/ip/Full-Circle-Home-FC11301-GS-GRN-Compost-Collector/26176894
Brand,Full Circle,Succeeded,Full Circle Home FC11301-GS GRN Compost Collector,https://www.walmart.com/ip/Full-Circle-Home-FC11301-GS-GRN-Compost-Collector/26176894
Material,Plastic,Succeeded,Full Circle Home FC11301-GS GRN Compost Collector,https://www.walmart.com/ip/Full-Circle-Home-FC11301-GS-GRN-Compost-Collector/26176894
Color,"Slate, Green",Succeeded,Full Circle Home FC11301-GS GRN Compost Collector,https://www.walmart.com/ip/Full-Circle-Home-FC11301-GS-GRN-Compost-Collector/26176894
manufacturer_part_number,fc11301-gs,Succeeded,Full Circle Home FC11301-GS GRN Compost Collector,https://www.walmart.com/ip/Full-Circle-Home-FC11301-GS-GRN-Compost-Collector/26176894
Volume Capacity,1.5 gal,Succeeded,Full Circle Home FC11301-GS GRN Compost Collector,https://www.walmart.com/ip/Full-Circle-Home-FC11301-GS-GRN-Compost-Collector/26176894
Model,FC11301-GS,Succeeded,Full Circle Home FC11301-GS GRN Compost Collector,https://www.walmart.com/ip/Full-Circle-Home-FC11301-GS-GRN-Compost-Collector/26176894
Capacity,1.5,Succeeded,Full Circle Home FC11301-GS GRN Compost Collector,https://www.walmart.com/ip/Full-Circle-Home-FC11301-GS-GRN-Compost-Collector/26176894
Assembled Product Dimensions (L x W x H),11.38 x 8.50 x 9.00 Inches,Succeeded,Full Circle Home FC11301-GS GRN Compost Collector,https://www.walmart.com/ip/Full-Circle-Home-FC11301-GS-GRN-Compost-Collector/26176894
Material,"Metal,Plastic,Rubber",Succeeded,Home Metal Round Residue Rubbish Drainer Sink Strain  ...,https://www.walmart.com/ip/Home-Metal-Round-Residue-Rubbish-Drainer-Sink-Strainer-Silver-Tone-8-5cm-Dia/278347081
Brand,Unique Bargains,Succeeded,Home Metal Round Residue Rubbish Drainer Sink Strain  ...,https://www.walmart.com/ip/Home-Metal-Round-Residue-Rubbish-Drainer-Sink-Strainer-Silver-Tone-8-5cm-Dia/278347081
Manufacturer Part Number,WM17022000WM0138,Succeeded,Home Metal Round Residue Rubbish Drainer Sink Strain  ...,https://www.walmart.com/ip/Home-Metal-Round-Residue-Rubbish-Drainer-Sink-Strainer-Silver-Tone-8-5cm-Dia/278347081
Color,"Silver Tone,Black",Succeeded,Home Metal Round Residue Rubbish Drainer Sink Strain  ...,https://www.walmart.com/ip/Home-Metal-Round-Residue-Rubbish-Drainer-Sink-Strainer-Silver-Tone-8-5cm-Dia/278347081
Assembled Product Dimensions (L x W x H),5.54 x 3.54 x 3.54 Inches,Succeeded,Home Metal Round Residue Rubbish Drainer Sink Strain  ...,https://www.walmart.com/ip/Home-Metal-Round-Residue-Rubbish-Drainer-Sink-Strainer-Silver-Tone-8-5cm-Dia/278347081
Brand,Generic,Succeeded,"Impressions 65-Gallon Palm Rain Saver, Oak",https://www.walmart.com/ip/Impressions-65-Gallon-Palm-Rain-Saver-Oak/40572166
Color,Oak,Succeeded,"Impressions 65-Gallon Palm Rain Saver, Oak",https://www.walmart.com/ip/Impressions-65-Gallon-Palm-Rain-Saver-Oak/40572166
Material,Plastic,Succeeded,"Impressions 65-Gallon Palm Rain Saver, Oak",https://www.walmart.com/ip/Impressions-65-Gallon-Palm-Rain-Saver-Oak/40572166
Features,Wood Grain,Succeeded,"Impressions 65-Gallon Palm Rain Saver, Oak",https://www.walmart.com/ip/Impressions-65-Gallon-Palm-Rain-Saver-Oak/40572166
Model,IMP-L65-OAK,Succeeded,"Impressions 65-Gallon Palm Rain Saver, Oak",https://www.walmart.com/ip/Impressions-65-Gallon-Palm-Rain-Saver-Oak/40572166
Manufacturer Part Number,IMP-L65-OAK,Succeeded,"Impressions 65-Gallon Palm Rain Saver, Oak",https://www.walmart.com/ip/Impressions-65-Gallon-Palm-Rain-Saver-Oak/40572166
Assembled Product Dimensions (L x W x H),25.25 x 25.25 x 42.00 Inches,Succeeded,"Impressions 65-Gallon Palm Rain Saver, Oak",https://www.walmart.com/ip/Impressions-65-Gallon-Palm-Rain-Saver-Oak/40572166
Color,Black,Succeeded,Exaco EM 1 Compost Activator,https://www.walmart.com/ip/Exaco-EM-1-Compost-Activator/152217475
Brand,Exaco,Succeeded,Exaco EM 1 Compost Activator,https://www.walmart.com/ip/Exaco-EM-1-Compost-Activator/152217475
Brand,Suncast,Succeeded,Suncast Tumbling Composter,https://www.walmart.com/ip/Suncast-Tumbling-Composter/13727247
Material,Resin,Succeeded,Suncast Tumbling Composter,https://www.walmart.com/ip/Suncast-Tumbling-Composter/13727247
Color,Taupe,Succeeded,Suncast Tumbling Composter,https://www.walmart.com/ip/Suncast-Tumbling-Composter/13727247
Manufacturer Part Number,TCB6800,Succeeded,Suncast Tumbling Composter,https://www.walmart.com/ip/Suncast-Tumbling-Composter/13727247
Recommended Location,Outdoor,Succeeded,Suncast Tumbling Composter,https://www.walmart.com/ip/Suncast-Tumbling-Composter/13727247
Volume Capacity,48.62 gal,Succeeded,Suncast Tumbling Composter,https://www.walmart.com/ip/Suncast-Tumbling-Composter/13727247
Model,TCB6800,Succeeded,Suncast Tumbling Composter,https://www.walmart.com/ip/Suncast-Tumbling-Composter/13727247
Capacity,48.62 gal,Succeeded,Suncast Tumbling Composter,https://www.walmart.com/ip/Suncast-Tumbling-Composter/13727247
Assembled Product Dimensions (L x W x H),41.00 x 30.50 x 42.50 Inches,Succeeded,Suncast Tumbling Composter,https://www.walmart.com/ip/Suncast-Tumbling-Composter/13727247
Brand,EMSCO,Succeeded,Rain Barrel Paver,https://www.walmart.com/ip/Rain-Barrel-Paver/22961165
Color,Natural Slate,Succeeded,Rain Barrel Paver,https://www.walmart.com/ip/Rain-Barrel-Paver/22961165
Material,HDPE,Succeeded,Rain Barrel Paver,https://www.walmart.com/ip/Rain-Barrel-Paver/22961165
Features,Decorative,Succeeded,Rain Barrel Paver,https://www.walmart.com/ip/Rain-Barrel-Paver/22961165
Manufacturer Part Number,21921,Succeeded,Rain Barrel Paver,https://www.walmart.com/ip/Rain-Barrel-Paver/22961165
Features,Made in the USA,Succeeded,"Garden Wizard RGB Hybrid, Red Brick",https://www.walmart.com/ip/Garden-Wizard-RGB-Hybrid-Red-Brick/20416983
Brand,Generic,Succeeded,"Garden Wizard RGB Hybrid, Red Brick",https://www.walmart.com/ip/Garden-Wizard-RGB-Hybrid-Red-Brick/20416983
Material,Plastic,Succeeded,"Garden Wizard RGB Hybrid, Red Brick",https://www.walmart.com/ip/Garden-Wizard-RGB-Hybrid-Red-Brick/20416983
Color,"Red, Red Brick",Succeeded,"Garden Wizard RGB Hybrid, Red Brick",https://www.walmart.com/ip/Garden-Wizard-RGB-Hybrid-Red-Brick/20416983
Manufacturer Part Number,GW-RBGH-RED,Succeeded,"Garden Wizard RGB Hybrid, Red Brick",https://www.walmart.com/ip/Garden-Wizard-RGB-Hybrid-Red-Brick/20416983
Assembled Product Dimensions (L x W x H),50.00 x 31.00 x 26.00 Inches,Succeeded,"Garden Wizard RGB Hybrid, Red Brick",https://www.walmart.com/ip/Garden-Wizard-RGB-Hybrid-Red-Brick/20416983
Model,21005,Succeeded,"Orbit B-hyve Bluetooth Hose Faucet Timer, Also Works  ...",https://www.walmart.com/ip/Orbit-B-hyve-Bluetooth-Hose-Faucet-Timer-Also-Works-as-Extra-Valve-for-Timer-with-Wi-Fi-Hub/822426828
Brand,Orbit,Succeeded,"Orbit B-hyve Bluetooth Hose Faucet Timer, Also Works  ...",https://www.walmart.com/ip/Orbit-B-hyve-Bluetooth-Hose-Faucet-Timer-Also-Works-as-Extra-Valve-for-Timer-with-Wi-Fi-Hub/822426828
Condition,New,Succeeded,"Orbit B-hyve Bluetooth Hose Faucet Timer, Also Works  ...",https://www.walmart.com/ip/Orbit-B-hyve-Bluetooth-Hose-Faucet-Timer-Also-Works-as-Extra-Valve-for-Timer-with-Wi-Fi-Hub/822426828
Manufacturer Part Number,21005,Succeeded,"Orbit B-hyve Bluetooth Hose Faucet Timer, Also Works  ...",https://www.walmart.com/ip/Orbit-B-hyve-Bluetooth-Hose-Faucet-Timer-Also-Works-as-Extra-Valve-for-Timer-with-Wi-Fi-Hub/822426828
Assembled Product Dimensions (L x W x H),2.34 x 6.58 x 7.19 Inches,Succeeded,"Orbit B-hyve Bluetooth Hose Faucet Timer, Also Works  ...",https://www.walmart.com/ip/Orbit-B-hyve-Bluetooth-Hose-Faucet-Timer-Also-Works-as-Extra-Valve-for-Timer-with-Wi-Fi-Hub/822426828
Brand,Rts Home Accents,Succeeded,"RTS Home Accents Flat Back Eco Rain Barrel, Black",https://www.walmart.com/ip/RTS-Home-Accents-Flat-Back-Eco-Rain-Barrel-Black/49036809
Color,Black,Succeeded,"RTS Home Accents Flat Back Eco Rain Barrel, Black",https://www.walmart.com/ip/RTS-Home-Accents-Flat-Back-Eco-Rain-Barrel-Black/49036809
Material,Plastic,Succeeded,"RTS Home Accents Flat Back Eco Rain Barrel, Black",https://www.walmart.com/ip/RTS-Home-Accents-Flat-Back-Eco-Rain-Barrel-Black/49036809
Features,Flat Back,Succeeded,"RTS Home Accents Flat Back Eco Rain Barrel, Black",https://www.walmart.com/ip/RTS-Home-Accents-Flat-Back-Eco-Rain-Barrel-Black/49036809
Model,551000300A8081,Succeeded,"RTS Home Accents Flat Back Eco Rain Barrel, Black",https://www.walmart.com/ip/RTS-Home-Accents-Flat-Back-Eco-Rain-Barrel-Black/49036809
Manufacturer Part Number,551000300A8081,Succeeded,"RTS Home Accents Flat Back Eco Rain Barrel, Black",https://www.walmart.com/ip/RTS-Home-Accents-Flat-Back-Eco-Rain-Barrel-Black/49036809
Assembled Product Dimensions (L x W x H),24.00 x 19.00 x 34.00 Inches,Succeeded,"RTS Home Accents Flat Back Eco Rain Barrel, Black",https://www.walmart.com/ip/RTS-Home-Accents-Flat-Back-Eco-Rain-Barrel-Black/49036809
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
Features,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
You are viewingOrbit 56082 3 Outlet Digital Timer,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
Melnor 4-Zone Digital Water Timer,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
Orbit 1 Port Digital Hose Faucet Timer,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
Melnor 2-Zone Digital Water Timer,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
Claber 8488 Dual Select Digital Water Timer,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
Nelson Sprinkler 56600 Automatic Water Shut Off Timer,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
Orbit 3-Port Digital Hose Faucet Timer,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
Timer Electronic Aqua,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
ORBIT IRRIGATION PRODUCTS 57896 TIMER SPRINKLER 6 STATION,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
,,Succeeded,Orbit 56082 3 Outlet Digital Timer,https://www.walmart.com/ip/Orbit-56082-3-Outlet-Digital-Timer/48630209
Features,10n round valve box,Succeeded,"NDS 111BC 10"" Standard Series Round Valve Box",https://www.walmart.com/ip/NDS-111BC-10-Standard-Series-Round-Valve-Box/39925532
Brand,Nds,Succeeded,"NDS 111BC 10"" Standard Series Round Valve Box",https://www.walmart.com/ip/NDS-111BC-10-Standard-Series-Round-Valve-Box/39925532
Manufacturer Part Number,111BC,Succeeded,"NDS 111BC 10"" Standard Series Round Valve Box",https://www.walmart.com/ip/NDS-111BC-10-Standard-Series-Round-Valve-Box/39925532
Model,111BC,Succeeded,"NDS 111BC 10"" Standard Series Round Valve Box",https://www.walmart.com/ip/NDS-111BC-10-Standard-Series-Round-Valve-Box/39925532
Assembled Product Dimensions (L x W x H),12.88 x 12.88 x 11.63 Inches,Succeeded,"NDS 111BC 10"" Standard Series Round Valve Box",https://www.walmart.com/ip/NDS-111BC-10-Standard-Series-Round-Valve-Box/39925532
Brand,Swan,Succeeded,Swan 6pc Hoselink Garden Water Hose Coupler Kit Quic  ...,https://www.walmart.com/ip/Swan-6pc-Hoselink-Garden-Water-Hose-Coupler-Kit-Quick-Assembly-5-8-Plastic-Connector/322848178
Manufacturer Part Number,HL58BK,Succeeded,Swan 6pc Hoselink Garden Water Hose Coupler Kit Quic  ...,https://www.walmart.com/ip/Swan-6pc-Hoselink-Garden-Water-Hose-Coupler-Kit-Quick-Assembly-5-8-Plastic-Connector/322848178
Brand,Gilmour,Succeeded,Gilmour 01FZ 5/8 in & 3/4 in Female Hose End Mender,https://www.walmart.com/ip/Gilmour-01FZ-5-8-in-3-4-in-Female-Hose-End-Mender/21797217
Material,Metal,Succeeded,Gilmour 01FZ 5/8 in & 3/4 in Female Hose End Mender,https://www.walmart.com/ip/Gilmour-01FZ-5-8-in-3-4-in-Female-Hose-End-Mender/21797217
Model,01FZ,Succeeded,Gilmour 01FZ 5/8 in & 3/4 in Female Hose End Mender,https://www.walmart.com/ip/Gilmour-01FZ-5-8-in-3-4-in-Female-Hose-End-Mender/21797217
Manufacturer Part Number,1403-0407,Succeeded,Gilmour 01FZ 5/8 in & 3/4 in Female Hose End Mender,https://www.walmart.com/ip/Gilmour-01FZ-5-8-in-3-4-in-Female-Hose-End-Mender/21797217
Assembled Product Dimensions (L x W x H),5.00 x 3.00 x 1.00 Inches,Succeeded,Gilmour 01FZ 5/8 in & 3/4 in Female Hose End Mender,https://www.walmart.com/ip/Gilmour-01FZ-5-8-in-3-4-in-Female-Hose-End-Mender/21797217
Brand,Briggs & Stratton,Succeeded,Briggs & Stratton 5091K Genuine Fuel Shut-Off Valve   ...,https://www.walmart.com/ip/Briggs-Stratton-5091K-Genuine-Fuel-Shut-Off-Valve-593171-and-698183-Fits-Quantum-Engines/45857992
Manufacturer Part Number,5091K,Succeeded,Briggs & Stratton 5091K Genuine Fuel Shut-Off Valve   ...,https://www.walmart.com/ip/Briggs-Stratton-5091K-Genuine-Fuel-Shut-Off-Valve-593171-and-698183-Fits-Quantum-Engines/45857992
Model,698183,Succeeded,Briggs & Stratton 5091K Genuine Fuel Shut-Off Valve   ...,https://www.walmart.com/ip/Briggs-Stratton-5091K-Genuine-Fuel-Shut-Off-Valve-593171-and-698183-Fits-Quantum-Engines/45857992
Assembled Product Dimensions (L x W x H),1.50 x 2.62 x 4.75 Inches,Succeeded,Briggs & Stratton 5091K Genuine Fuel Shut-Off Valve   ...,https://www.walmart.com/ip/Briggs-Stratton-5091K-Genuine-Fuel-Shut-Off-Valve-593171-and-698183-Fits-Quantum-Engines/45857992
Brand,Banzai,Succeeded,Banzai Cyclone Spin Sprinkler (Backyard Aqua Sports   ...,https://www.walmart.com/ip/Banzai-Cyclone-Spin-Sprinkler-Backyard-Aqua-Sports-Water-Sprinkler/55392392
Manufacturer Part Number,50347,Succeeded,Banzai Cyclone Spin Sprinkler (Backyard Aqua Sports   ...,https://www.walmart.com/ip/Banzai-Cyclone-Spin-Sprinkler-Backyard-Aqua-Sports-Water-Sprinkler/55392392
Model,50347,Succeeded,Banzai Cyclone Spin Sprinkler (Backyard Aqua Sports   ...,https://www.walmart.com/ip/Banzai-Cyclone-Spin-Sprinkler-Backyard-Aqua-Sports-Water-Sprinkler/55392392
Age Range,"8 to 11 Years, 3 to 4 Years, 12 to 14 Years, 5 to 7 Years",Succeeded,Banzai Cyclone Spin Sprinkler (Backyard Aqua Sports   ...,https://www.walmart.com/ip/Banzai-Cyclone-Spin-Sprinkler-Backyard-Aqua-Sports-Water-Sprinkler/55392392
Color,Multicolor,Succeeded,Banzai Cyclone Spin Sprinkler (Backyard Aqua Sports   ...,https://www.walmart.com/ip/Banzai-Cyclone-Spin-Sprinkler-Backyard-Aqua-Sports-Water-Sprinkler/55392392
Gender,Unisex,Succeeded,Banzai Cyclone Spin Sprinkler (Backyard Aqua Sports   ...,https://www.walmart.com/ip/Banzai-Cyclone-Spin-Sprinkler-Backyard-Aqua-Sports-Water-Sprinkler/55392392
Assembled Product Weight,0 lb,Succeeded,Banzai Cyclone Spin Sprinkler (Backyard Aqua Sports   ...,https://www.walmart.com/ip/Banzai-Cyclone-Spin-Sprinkler-Backyard-Aqua-Sports-Water-Sprinkler/55392392
