price,rating,price_range,product_title,JobURL
$53.02 $77.98,"Average rating:4.25out of5stars, based on4reviews4ratings Average rating:4.25out of5stars, based on4reviews4ratings",,Redmon Green Culture 65 Gallon Compost Bin,https://www.walmart.com/ip/Redmon-Green-Culture-65-Gallon-Compost-Bin/17720290
$8.61 $9.95,"Average rating:4.3333out of5stars, based on3reviews3ratings Average rating:4.3333out of5stars, based on3reviews3ratings",$8.61 - $9.95,G & F Florist Plus High-Performance Women's Garden G  ...,https://www.walmart.com/ip/G-F-Florist-Plus-High-Performance-Women-s-Garden-Gloves-Medium-2-Pairs/49155733
$35.99,"Average rating:5out of5stars, based on2reviews2ratings Average rating:5out of5stars, based on2reviews2ratings",,Ames 1829500 30 in D Handle 10 Tine Ensilage Fork,https://www.walmart.com/ip/Ames-1829500-30-in-D-Handle-10-Tine-Ensilage-Fork/19283461
$9.93,"Average rating:4.0156out of5stars, based on64reviews64ratings Average rating:4.0156out of5stars, based on64reviews64ratings",,Micro Tri-Folding Shovel,https://www.walmart.com/ip/Micro-Tri-Folding-Shovel/10957689
$31.94,"Average rating:4.8out of5stars, based on5reviews5ratings Average rating:4.8out of5stars, based on5reviews5ratings",,Best Choice Products 10-Piece Outdoor Gardening Tool  ...,https://www.walmart.com/ip/Best-Choice-Products-10-Piece-Outdoor-Gardening-Tool-Set-w-Detachable-Tote-Bag-and-Folding-Stool-Chair-Green/799684268
$9.91,"Average rating:5out of5stars, based on6reviews6ratings Average rating:5out of5stars, based on6reviews6ratings",,Fiskars Ultra-light Knee Pads,https://www.walmart.com/ip/Fiskars-Ultra-light-Knee-Pads/37389652
$14.50,"Average rating:4.75out of5stars, based on4reviews4ratings Average rating:4.75out of5stars, based on4reviews4ratings",,Corona GT3060 Extendable Handle Hoe,https://www.walmart.com/ip/Corona-GT3060-Extendable-Handle-Hoe/21797795
$25.21 $26.64,"Average rating:4.3333out of5stars, based on6reviews6ratings Average rating:4.3333out of5stars, based on6reviews6ratings",,Yard Butler TNT-4 Twist Tiller,https://www.walmart.com/ip/Yard-Butler-TNT-4-Twist-Tiller/21152037
$4.96,,,"Spanish Moss, 8oz, Natural",https://www.walmart.com/ip/Spanish-Moss-8oz-Natural/28601518
$7.99,"Average rating:2.5out of5stars, based on2reviews2ratings Average rating:2.5out of5stars, based on2reviews2ratings",,"Folding Shovel Camping Survival with Pick 16"" Garden  ...",https://www.walmart.com/ip/Folding-Shovel-Camping-Survival-with-Pick-16-Garden-Military-Style-Survival-w-Pick-Tool-Case/995602721
$94.02,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,Gorilla Carts GOR800-COM 800 lb. Capacity Steel Util  ...,https://www.walmart.com/ip/Gorilla-Carts-GOR800-COM-800-lb-Capacity-Steel-Utility-Cart/50753951
$23.07,"Average rating:4.6923out of5stars, based on26reviews26ratings Average rating:4.6923out of5stars, based on26reviews26ratings",,"Gerber Bear Grylls Survival Hatchet with 3.5"" Blade   ...",https://www.walmart.com/ip/Gerber-Bear-Grylls-Survival-Hatchet-with-3-5-Blade-and-Sheath/23467664
$25.74 $30.98,"Average rating:5out of5stars, based on4reviews4ratings Average rating:5out of5stars, based on4reviews4ratings",,Fiskars 96696925J Steel D-handle Digging Shovel,https://www.walmart.com/ip/Fiskars-96696925J-Steel-D-handle-Digging-Shovel/23703436
$9.98,"Average rating:2.5out of5stars, based on2reviews2ratings Average rating:2.5out of5stars, based on2reviews2ratings",,Kneeling Pads Set Of 4 Foam Knee Pads Seat Cushions   ...,https://www.walmart.com/ip/Kneeling-Pads-Set-Of-4-Foam-Knee-Pads-Seat-Cushions-School-Gardening-Home-Garden/123129758
$9.96,"Average rating:4out of5stars, based on2reviews2ratings Average rating:4out of5stars, based on2reviews2ratings",,Fruit Tree Picker Harvester for Plucking Long Hard t  ...,https://www.walmart.com/ip/Fruit-Tree-Picker-Harvester-for-Plucking-Long-Hard-to-Reach-Fruit-Trees-Fruit/159689272
$109.99 $129.99,"Average rating:3.4545out of5stars, based on11reviews11ratings Average rating:3.4545out of5stars, based on11reviews11ratings",,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
$23.98,"Average rating:4.6667out of5stars, based on3reviews3ratings Average rating:4.6667out of5stars, based on3reviews3ratings",,Westminster Pet Poop Patrol Rake And Pan With IONpur  ...,https://www.walmart.com/ip/Westminster-Pet-Poop-Patrol-Rake-And-Pan-With-IONpure-Pet-Scooper/20845002
$7.99,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,G & F 10012 JustForKids Kids Garden Tools Set with T  ...,https://www.walmart.com/ip/G-F-10012-JustForKids-Kids-Garden-Tools-Set-with-Tote-hand-rake-shovel-trowel/127109164
$21.75,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,True Temper 2811600 16-Tine Welded Bow Rake with Woo  ...,https://www.walmart.com/ip/True-Temper-2811600-16-Tine-Welded-Bow-Rake-with-Wood-Handle/51715955
$35.12,"Average rating:4out of5stars, based on1reviews1ratings Average rating:4out of5stars, based on1reviews1ratings",,"Ames 2917300 40"" Stand-Up Weeder",https://www.walmart.com/ip/Ames-2917300-40-Stand-Up-Weeder/55542272
$16.99,,,"Vaughan 26"", Pick Mattock, HMP",https://www.walmart.com/ip/Vaughan-26-Pick-Mattock-HMP/21965163
$44.98,"Average rating:4.1429out of5stars, based on14reviews14ratings Average rating:4.1429out of5stars, based on14reviews14ratings",,"FISKARS 339950 Stand-Up Weed Remover,39 in. Handle L  ...",https://www.walmart.com/ip/FISKARS-339950-Stand-Up-Weed-Remover-39-in-Handle-L-G4036621/49713817
$24.45,"Average rating:4.2out of5stars, based on5reviews5ratings Average rating:4.2out of5stars, based on5reviews5ratings",,Seymour DG-60 Promotional Post Hole Digger With Wood  ...,https://www.walmart.com/ip/Seymour-DG-60-Promotional-Post-Hole-Digger-With-Wood-Handle/23143187
$23.99 $27.25,"Average rating:4.3333out of5stars, based on15reviews15ratings Average rating:4.3333out of5stars, based on15reviews15ratings",,Trail Boss,https://www.walmart.com/ip/Trail-Boss/19336465
$4.99,,,Zenport ZL0014-8MIL Large Green Tapener Plant Tie Ta  ...,https://www.walmart.com/ip/Zenport-ZL0014-8MIL-Large-Green-Tapener-Plant-Tie-Tape-180-ft-8-MIL/48023625
$14.60,"Average rating:4.8333out of5stars, based on6reviews6ratings Average rating:4.8333out of5stars, based on6reviews6ratings",,Bond LH013 Telescopic Shrub Rake,https://www.walmart.com/ip/Bond-LH013-Telescopic-Shrub-Rake/16596027
$14.49,,,"Pair of Leaf Scoops, Hand Rakes for Lawn and Garden   ...",https://www.walmart.com/ip/Pair-of-Leaf-Scoops-Hand-Rakes-for-Lawn-and-Garden-Cleanup/675494262
$18.29,"Average rating:4.3333out of5stars, based on6reviews6ratings Average rating:4.3333out of5stars, based on6reviews6ratings",,Seymour 2E-AE2 42802 8.5 in X 7.75 in American Patte  ...,https://www.walmart.com/ip/Seymour-2E-AE2-42802-8-5-in-X-7-75-in-American-Pattern-Eye-Hoe/21381101
$18.98,"Average rating:4.7143out of5stars, based on14reviews14ratings Average rating:4.7143out of5stars, based on14reviews14ratings",,"Fiskars PowerGear Super Pruner/Lopper (15"")",https://www.walmart.com/ip/Fiskars-PowerGear-Super-Pruner-Lopper-15/21387698
$24.71,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,Fiskars 96546925J Steel D-handle Transplanting Spade,https://www.walmart.com/ip/Fiskars-96546925J-Steel-D-handle-Transplanting-Spade/23703430
$5.49,"Average rating:3.5out of5stars, based on2reviews2ratings Average rating:3.5out of5stars, based on2reviews2ratings",,Foam Kneeling Knee Pad Protects Knees Garden Work Su  ...,https://www.walmart.com/ip/Foam-Kneeling-Knee-Pad-Protects-Knees-Garden-Work-Support-Gardening-Protection/131737432
$108.99 $133.87,"Average rating:3.6667out of5stars, based on15reviews15ratings Average rating:3.6667out of5stars, based on15reviews15ratings",$108.99 - $133.87,Convenience Concepts Planters and Potts Deluxe Potti  ...,https://www.walmart.com/ip/Convenience-Concepts-Planters-and-Potts-Deluxe-Potting-Bench-with-Cabinet/40957534
$26.29 $34.53,"Average rating:5out of5stars, based on3reviews3ratings Average rating:5out of5stars, based on3reviews3ratings",,7-Piece Ergonomic Garden Tool Set Includes Premium G  ...,https://www.walmart.com/ip/7-Piece-Ergonomic-Garden-Tool-Set-Includes-Premium-Grade-Stainless-Steel-Tools-with-Matte-Finish-Heavy-Duty-Metal-Stool-and-Detachable-Tool-Bag/54515125
$94.95,,,Sunnydaze Rolling Garden Cart with Extendable Steeri  ...,https://www.walmart.com/ip/Sunnydaze-Rolling-Garden-Cart-with-Extendable-Steering-Handle-Swivel-Seat-Basket-Red/150999446
$32.72,,,Stalwart Rolling Garden Tool Storage Rack Tower -  F  ...,https://www.walmart.com/ip/Stalwart-Rolling-Garden-Tool-Storage-Rack-Tower-Fits-40-Tools/53552929
$52.99 $89.99,"Average rating:5out of5stars, based on5reviews5ratings Average rating:5out of5stars, based on5reviews5ratings",,Costway Garden Wooden Potting Bench Work Station Tab  ...,https://www.walmart.com/ip/Costway-Garden-Wooden-Potting-Bench-Work-Station-Table-Tool-Storage-Shelf-W-Hook/362735139
$16.49,,,Kneeling Pad Thick Extra Large Foam Comfort Kneeling  ...,https://www.walmart.com/ip/Kneeling-Pad-Thick-Extra-Large-Foam-Comfort-Kneeling-Pad-for-Work-Gardening-Yoga-Exercise/548896350
$12.27,,,Midwest Quality Glove Large Lady Hp Garden Glove 149  ...,https://www.walmart.com/ip/Midwest-Quality-Glove-Large-Lady-Hp-Garden-Glove-149F6-9/45836734
$79.00,,,82 gal. Compost Bin with Base,https://www.walmart.com/ip/82-gal-Compost-Bin-with-Base/820232760
$35.96,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,"Ames 2915100 5.13"" x 14.25"" x 61.5"" Adjustable Thatc  ...",https://www.walmart.com/ip/Ames-2915100-5-13-x-14-25-x-61-5-Adjustable-Thatch-Rake/49694984
$23.97,"Average rating:1.3333out of5stars, based on3reviews3ratings Average rating:1.3333out of5stars, based on3reviews3ratings",,Ames 2-Prong Wood Handle Weeder Hoe,https://www.walmart.com/ip/Ames-2-Prong-Wood-Handle-Weeder-Hoe/43001529
$30.99,"Average rating:5out of5stars, based on9reviews9ratings Average rating:5out of5stars, based on9reviews9ratings",,"Fiskars PowerGear Lopper (25"")",https://www.walmart.com/ip/Fiskars-PowerGear-Lopper-25/37469431
$8.96,,,Salvaged Metal Rake,https://www.walmart.com/ip/Salvaged-Metal-Rake/52205559
$7.03 $8.71,"Average rating:4.5714out of5stars, based on7reviews7ratings Average rating:4.5714out of5stars, based on7reviews7ratings",,"Fiskars Stainless Steel Pruner, Freesia",https://www.walmart.com/ip/Fiskars-Stainless-Steel-Pruner-Freesia/20563584
$63.99,"Average rating:4.5out of5stars, based on8reviews8ratings Average rating:4.5out of5stars, based on8reviews8ratings",,Seymour AUA2 Adjustable Auger Wood Handle,https://www.walmart.com/ip/Seymour-AUA2-Adjustable-Auger-Wood-Handle/21798400
$99.98,"Average rating:4.2273out of5stars, based on22reviews22ratings Average rating:4.2273out of5stars, based on22reviews22ratings",,Hot Frog Mobile Dual-Chamber Compost Tumbler,https://www.walmart.com/ip/Hot-Frog-Mobile-Dual-Chamber-Compost-Tumbler/51464023
$11.94,"Average rating:4.6out of5stars, based on5reviews5ratings Average rating:4.6out of5stars, based on5reviews5ratings",,Fiskars Soft Grip Take-Apart Garden Shears,https://www.walmart.com/ip/Fiskars-Soft-Grip-Take-Apart-Garden-Shears/19856860
$21.88,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,Folding Garden Kneeler and Seat Bench With 2 Tool Po  ...,https://www.walmart.com/ip/Folding-Garden-Kneeler-and-Seat-Bench-With-2-Tool-Pockets-Green/909490525
$24.71,,,"Ames 2233400 8"" x 8"" Steel Tamper",https://www.walmart.com/ip/Ames-2233400-8-x-8-Steel-Tamper/49695664
$7.26,,,"World of Eric Carle, The Very Hungry Caterpillar Lat  ...",https://www.walmart.com/ip/World-of-Eric-Carle-The-Very-Hungry-Caterpillar-Latex-Dipped-Gardening-Gloves/134268774
$26.84,"Average rating:5out of5stars, based on4reviews4ratings Average rating:5out of5stars, based on4reviews4ratings",,Flexrake 1A 19 in Flex Steel Head 4' Handle Leaf Rak  ...,https://www.walmart.com/ip/Flexrake-1A-19-in-Flex-Steel-Head-4-Handle-Leaf-Rake/16575717
$61.99 $78.98,"Average rating:4out of5stars, based on8reviews8ratings Average rating:4out of5stars, based on8reviews8ratings",,"Miracle-Gro Single Chamber Tumbling Composter, 70L/1  ...",https://www.walmart.com/ip/Miracle-Gro-Single-Chamber-Tumbling-Composter-70L-18-5-Gal/49302067
$23.58,"Average rating:4.4286out of5stars, based on7reviews7ratings Average rating:4.4286out of5stars, based on7reviews7ratings",,"Fiskars 28"" Lopper",https://www.walmart.com/ip/Fiskars-28-Lopper/21782988
$11.10 $13.90,"Average rating:4.8333out of5stars, based on6reviews6ratings Average rating:4.8333out of5stars, based on6reviews6ratings",,Flexrake Classic Hand Dandelion Weeder,https://www.walmart.com/ip/Flexrake-Classic-Hand-Dandelion-Weeder/19243157
$19.05,,,"True Temper 28112100 55"" Steel 2-Prong Weeder Hoe",https://www.walmart.com/ip/True-Temper-28112100-55-Steel-2-Prong-Weeder-Hoe/51715830
$12.11,"Average rating:4.3out of5stars, based on10reviews10ratings Average rating:4.3out of5stars, based on10reviews10ratings",,"Yard Butler IRT-1 9"" Roto Driller Planting Auger Dri  ...",https://www.walmart.com/ip/Yard-Butler-IRT-1-9-Roto-Driller-Planting-Auger-Drill-Bit-Attachment/21903224
$17.70 $26.55,"Average rating:4.093out of5stars, based on43reviews43ratings Average rating:4.093out of5stars, based on43reviews43ratings",,SOG Entrenching Tool,https://www.walmart.com/ip/SOG-Entrenching-Tool/14220155
$97.98,,,Sun Joe TJ603E-RM Electric Garden Tiller/Cultivator   ...,https://www.walmart.com/ip/Sun-Joe-TJ603E-RM-Electric-Garden-Tiller-Cultivator-16-Inch-12-Amp-Refurbished/167499628
$13.00 $15.21,,,LFS Medium Atlas Water Gardner Gloves,https://www.walmart.com/ip/LFS-Medium-Atlas-Water-Gardner-Gloves/19266504
$9.71,"Average rating:4out of5stars, based on9reviews9ratings Average rating:4out of5stars, based on9reviews9ratings",,Fiskars  91105935J 5/8 in Power-Lever Anvil Pruner W  ...,https://www.walmart.com/ip/Fiskars-91105935J-5-8-in-Power-Lever-Anvil-Pruner-With-Non-Stik-Blad/21153580
$79.96,,,Deluxe Tractor Scoot with Bucket Basket,https://www.walmart.com/ip/Deluxe-Tractor-Scoot-with-Bucket-Basket/403967507
$18.00,"Average rating:5out of5stars, based on3reviews3ratings Average rating:5out of5stars, based on3reviews3ratings",,Miracle-Gro® Titanium Bonded® Hori Hori Multi-Tool,https://www.walmart.com/ip/Miracle-Gro-Titanium-Bonded-Hori-Hori-Multi-Tool/36760388
$3.64,"Average rating:2.8571out of5stars, based on14reviews14ratings Average rating:2.8571out of5stars, based on14reviews14ratings",,Soft Hands Cotton Gloves Large,https://www.walmart.com/ip/Soft-Hands-Cotton-Gloves-Large/28933680
$25.99,,,Bully Tools 92251 Round Lawn Edger with Steel T-Styl  ...,https://www.walmart.com/ip/Bully-Tools-92251-Round-Lawn-Edger-with-Steel-T-Style-Handle/54889663
$35.99 $39.99,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,One Shot Shovel,https://www.walmart.com/ip/One-Shot-Shovel/572205534
$8.90,,,"UNION TOOLS 64197GR Shrub Rake,15 Tines,Wood,8 in.W   ...",https://www.walmart.com/ip/UNION-TOOLS-64197GR-Shrub-Rake-15-Tines-Wood-8-in-W-tines-G2003690/41875089
$12.41,,,Corona GT3070 Extendable Handle Cultivator,https://www.walmart.com/ip/Corona-GT3070-Extendable-Handle-Cultivator/21797796
$29.94,"Average rating:4.7391out of5stars, based on23reviews23ratings Average rating:4.7391out of5stars, based on23reviews23ratings",,Fiskars Power Gear Hedge Shears,https://www.walmart.com/ip/Fiskars-Power-Gear-Hedge-Shears/13376298
$8.99,,,5 Pc GARDEN TOOL SET Spade Trowel Transplanter Culti  ...,https://www.walmart.com/ip/5-Pc-GARDEN-TOOL-SET-Spade-Trowel-Transplanter-Cultivator-Fork-and-Daisy-Grubber/397256542
$17.78,"Average rating:5out of5stars, based on3reviews3ratings Average rating:5out of5stars, based on3reviews3ratings",,Sun Joe SJHH1902 Hori-Hori Garden Landscaping Diggin  ...,https://www.walmart.com/ip/Sun-Joe-SJHH1902-Hori-Hori-Garden-Landscaping-Digging-Tool-with-Stainless-Steel-Blade/42627212
$6.59,,,"G & F 10011 JustForKids Kids Garden Tools Set, hand   ...",https://www.walmart.com/ip/G-F-10011-JustForKids-Kids-Garden-Tools-Set-hand-rake-shovel-trowel-3-Pieces/938443069
$26.71,"Average rating:3.5out of5stars, based on4reviews4ratings Average rating:3.5out of5stars, based on4reviews4ratings",,"Scotts Miracle Gro 36"" Plant Props, Green, 24-Pack",https://www.walmart.com/ip/Scotts-Miracle-Gro-36-Plant-Props-Green-24-Pack/34118446
$9.72 $19.99,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,Unique Bargains Red Metal Grip Trowel Shovel Spade T  ...,https://www.walmart.com/ip/Unique-Bargains-Red-Metal-Grip-Trowel-Shovel-Spade-Tool-for-Garden-Lawn/46139583
$39.55,"Average rating:4.5714out of5stars, based on7reviews7ratings Average rating:4.5714out of5stars, based on7reviews7ratings",,Corona SH61000 Diamond Hoe,https://www.walmart.com/ip/Corona-SH61000-Diamond-Hoe/23352557
$27.70,,,Glitter Sand Pail With Shovel (Pack Of 24),https://www.walmart.com/ip/Glitter-Sand-Pail-With-Shovel-Pack-Of-24/138276509
$28.95,"Average rating:5out of5stars, based on2reviews2ratings Average rating:5out of5stars, based on2reviews2ratings",,Walter Drake Supportive Folding Garden Seat and Knee  ...,https://www.walmart.com/ip/Walter-Drake-Supportive-Folding-Garden-Seat-and-Kneeler/44053266
$39.98,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,CRKT Woods Chogan T-Hawk Axe with Tennessee Hickory   ...,https://www.walmart.com/ip/CRKT-Woods-Chogan-T-Hawk-Axe-with-Tennessee-Hickory-Handle/37818198
$12.65 $14.52,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,Fiskars Power-Lever UltraBlade Anvil Pruner,https://www.walmart.com/ip/Fiskars-Power-Lever-UltraBlade-Anvil-Pruner/23598075
$18.61,"Average rating:4.5out of5stars, based on2reviews2ratings Average rating:4.5out of5stars, based on2reviews2ratings",,Flexrake CF24W 48 in Handle 24 in Metal Head Leaf Ra  ...,https://www.walmart.com/ip/Flexrake-CF24W-48-in-Handle-24-in-Metal-Head-Leaf-Rake/19628544
$20.78 $34.63,,,Flexrake CF22 48 in Handle 22 in Medium Spring Actio  ...,https://www.walmart.com/ip/Flexrake-CF22-48-in-Handle-22-in-Medium-Spring-Action-Leaf-Rake/17216850
$21.88,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,"Ames 25332100 4.8"" X 8.75"" X 61"" Fiberglass Handle R  ...",https://www.walmart.com/ip/Ames-25332100-4-8-X-8-75-X-61-Fiberglass-Handle-Round-Point-Shovel/43001534
$15.88,"Average rating:4out of5stars, based on1reviews1ratings Average rating:4out of5stars, based on1reviews1ratings",,Fiskars Power-Lever Grass Shears,https://www.walmart.com/ip/Fiskars-Power-Lever-Grass-Shears/19856857
$29.98,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,"Fiskars Steel D-handle Garden Spade (46"")",https://www.walmart.com/ip/Fiskars-Steel-D-handle-Garden-Spade-46/23703432
$33.90,"Average rating:5out of5stars, based on4reviews4ratings Average rating:5out of5stars, based on4reviews4ratings",,Garden Weasel 91316 Red Garden Claw,https://www.walmart.com/ip/Garden-Weasel-91316-Red-Garden-Claw/21451418
$18.52,"Average rating:4.5714out of5stars, based on7reviews7ratings Average rating:4.5714out of5stars, based on7reviews7ratings",,Winged Weeder WW200 Winged Weeder Jr,https://www.walmart.com/ip/Winged-Weeder-WW200-Winged-Weeder-Jr/19241551
$79.98 $89.98,"Average rating:4.4185out of5stars, based on313reviews313ratings Average rating:4.4185out of5stars, based on313reviews313ratings",,Cypress Wood Lotus Potting Bench with Metal Top,https://www.walmart.com/ip/Cypress-Wood-Lotus-Potting-Bench-with-Metal-Top/17645211
$96.25 $120.70,"Average rating:4out of5stars, based on3reviews3ratings Average rating:4out of5stars, based on3reviews3ratings",,Brinly Tow-Behind Dethatcher,https://www.walmart.com/ip/Brinly-Tow-Behind-Dethatcher/49932595
$24.25 $72.76,,,Lowest Price ever ! Folding Garden Kneeler Seat Benc  ...,https://www.walmart.com/ip/Lowest-Price-ever-Folding-Garden-Kneeler-Seat-Bench-with-Two-Tool-Pouches-and-Kneeling-Pads-Used-in-Gardening-Work-YASTE/866735541
$16.85,"Average rating:1out of5stars, based on1reviews1ratings Average rating:1out of5stars, based on1reviews1ratings",,Fiskars Designer Garden Bucket Caddy,https://www.walmart.com/ip/Fiskars-Designer-Garden-Bucket-Caddy/127143780
$111.99 $119.99,,,Miracle Gro 56 Gallon Dual Chamber Tumbling Composte  ...,https://www.walmart.com/ip/Miracle-Gro-56-Gallon-Dual-Chamber-Tumbling-Composter/682066748
$26.49,,,"Fiskars Ergo D-handle Steel Shovel (49"")",https://www.walmart.com/ip/Fiskars-Ergo-D-handle-Steel-Shovel-49/779428489
$25.28,"Average rating:3.25out of5stars, based on4reviews4ratings Average rating:3.25out of5stars, based on4reviews4ratings",,Ames 1922800 30 in Greensweeper Poly Lawn Rake,https://www.walmart.com/ip/Ames-1922800-30-in-Greensweeper-Poly-Lawn-Rake/23224099
$17.92,"Average rating:3out of5stars, based on4reviews4ratings Average rating:3out of5stars, based on4reviews4ratings",,Treegator Junior Pro Tree Watering System,https://www.walmart.com/ip/Treegator-Junior-Pro-Tree-Watering-System/21078532
$12.90,"Average rating:5out of5stars, based on2reviews2ratings Average rating:5out of5stars, based on2reviews2ratings",,"G & F Florist Pro Rose Gardening Gloves, Men's, Larg  ...",https://www.walmart.com/ip/G-F-Florist-Pro-Rose-Gardening-Gloves-Men-s-Large/49155747
$8.36,"Average rating:4out of5stars, based on1reviews1ratings Average rating:4out of5stars, based on1reviews1ratings",,Emsco Group Little Diggers Children's Garden Hoe,https://www.walmart.com/ip/Emsco-Group-Little-Diggers-Children-s-Garden-Hoe/40449232
$8.24 $11.17,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",$8.24 - $11.17,G & F Seamless Knit Nylon Nitrile-Coated Work Gloves  ...,https://www.walmart.com/ip/G-F-Seamless-Knit-Nylon-Nitrile-Coated-Work-Gloves-Black-Large-6-Pairs/49155738
$11.80,"Average rating:4.5out of5stars, based on2reviews2ratings Average rating:4.5out of5stars, based on2reviews2ratings",,Flexrake CLA336 Classic Long Reach Hand Rake,https://www.walmart.com/ip/Flexrake-CLA336-Classic-Long-Reach-Hand-Rake/16680744
$116.98,"Average rating:3.6389out of5stars, based on72reviews72ratings Average rating:3.6389out of5stars, based on72reviews72ratings",,"CW4824 1000 lb. Wagon Truck, 49 In. L",https://www.walmart.com/ip/CW4824-1000-lb-Wagon-Truck-49-In-L/20840115
$7.06,,,Bond 3104 8 in Bypass Pruners,https://www.walmart.com/ip/Bond-3104-8-in-Bypass-Pruners/21381035
$20.96,,,"Ames 2825300 2.75"" x 15.75"" x 63""Welded Bow Rake wit  ...",https://www.walmart.com/ip/Ames-2825300-2-75-x-15-75-x-63-Welded-Bow-Rake-with-16-Tines/49694985
$22.90,"Average rating:5out of5stars, based on4reviews4ratings Average rating:5out of5stars, based on4reviews4ratings",,Fiskars  91916935J 8 in Power-Lever Hedge Shears,https://www.walmart.com/ip/Fiskars-91916935J-8-in-Power-Lever-Hedge-Shears/21375124
$41.54,"Average rating:3.5625out of5stars, based on16reviews16ratings Average rating:3.5625out of5stars, based on16reviews16ratings",,True Temper KPWB10 Kids Lil' True Temper Wheelbarrow  ...,https://www.walmart.com/ip/True-Temper-KPWB10-Kids-Lil-True-Temper-Wheelbarrows/20463679
$22.53,"Average rating:5out of5stars, based on2reviews2ratings Average rating:5out of5stars, based on2reviews2ratings",,"Marathon Industries 20001 8"" Pneumatic Wheelbarrow T  ...",https://www.walmart.com/ip/Marathon-Industries-20001-8-Pneumatic-Wheelbarrow-Tire-with-Ribbed-Tread-6-Centered-Hub/29794752
$39.98,"Average rating:5out of5stars, based on13reviews13ratings Average rating:5out of5stars, based on13reviews13ratings",,"Fiskars 91546949J 32"" PowerGear® Bypass Loppers",https://www.walmart.com/ip/Fiskars-91546949J-32-PowerGear-Bypass-Loppers/21387697
$31.11,"Average rating:4.087out of5stars, based on23reviews23ratings Average rating:4.087out of5stars, based on23reviews23ratings",,Corona LR3460 Long Reach Cut N' Hold Bypass Pruners,https://www.walmart.com/ip/Corona-LR3460-Long-Reach-Cut-N-Hold-Bypass-Pruners/19855108
$31.54 $45.97,"Average rating:4.5out of5stars, based on2reviews2ratings Average rating:4.5out of5stars, based on2reviews2ratings",,"True Temper 2704200 59"" Post Hole Digger with Ruler   ...",https://www.walmart.com/ip/True-Temper-2704200-59-Post-Hole-Digger-with-Ruler-with-Fiberglass-Handle/51716094
$27.08,"Average rating:4.25out of5stars, based on4reviews4ratings Average rating:4.25out of5stars, based on4reviews4ratings",,"True Temper 2942600 38"" Wood Handled Grass Whip",https://www.walmart.com/ip/True-Temper-2942600-38-Wood-Handled-Grass-Whip/51715822
$11.80,,,Hydrofarm Precision Curved Blade Pruner,https://www.walmart.com/ip/Hydrofarm-Precision-Curved-Blade-Pruner/20594918
$65.12,"Average rating:4out of5stars, based on3reviews3ratings Average rating:4out of5stars, based on3reviews3ratings",,United General WH89679 4 Cubic Feet Poly Tray Wheelb  ...,https://www.walmart.com/ip/United-General-WH89679-4-Cubic-Feet-Poly-Tray-Wheelbarrow/25486356
$16.31 $19.99,,$16.31 - $19.99,Dirty Little Digger,https://www.walmart.com/ip/Dirty-Little-Digger/255155667
$18.32,"Average rating:3.3333out of5stars, based on3reviews3ratings Average rating:3.3333out of5stars, based on3reviews3ratings",,Bond 3398 21 in Wood Handles Bypass Loppers,https://www.walmart.com/ip/Bond-3398-21-in-Wood-Handles-Bypass-Loppers/21797234
$36.30,"Average rating:5out of5stars, based on1reviews1ratings Average rating:5out of5stars, based on1reviews1ratings",,"RazorBack 30005 10"" x 10"" x 57"" All-Steel Tamper",https://www.walmart.com/ip/RazorBack-30005-10-x-10-x-57-All-Steel-Tamper/21930710
$27.89,"Average rating:4out of5stars, based on1reviews1ratings Average rating:4out of5stars, based on1reviews1ratings",,"16"" Flat Free Foam Tire For Wheel Barrow Wheelbarrow  ...",https://www.walmart.com/ip/16-Flat-Free-Foam-Tire-For-Wheel-Barrow-Wheelbarrow-Replacement/162166245
$23.16,,,True Temper TE Half Moon Edger,https://www.walmart.com/ip/True-Temper-TE-Half-Moon-Edger/38442327
