DetailValue,DetailType,Success,source_product_title,source_JobURL
Assembled Product Dimensions (L x W x H),28.00 x 36.00 x 15.00 Inches,Succeeded,"Agri-Fab, Inc. 30"" - 38"" Sleeve Hitch Tow Behind Dis  ...",https://www.walmart.com/ip/Agri-Fab-Inc-30-38-Sleeve-Hitch-Tow-Behind-Disc-Cultivator-Model-45-02662/55213181
Brand,Ames,Succeeded,"Ames 2915712 30"" Poly Leaf Rake",https://www.walmart.com/ip/Ames-2915712-30-Poly-Leaf-Rake/49694988
Material,Multi,Succeeded,"Ames 2915712 30"" Poly Leaf Rake",https://www.walmart.com/ip/Ames-2915712-30-Poly-Leaf-Rake/49694988
Model,2915712,Succeeded,"Ames 2915712 30"" Poly Leaf Rake",https://www.walmart.com/ip/Ames-2915712-30-Poly-Leaf-Rake/49694988
Manufacturer Part Number,2915712,Succeeded,"Ames 2915712 30"" Poly Leaf Rake",https://www.walmart.com/ip/Ames-2915712-30-Poly-Leaf-Rake/49694988
Assembled Product Weight,2.5 oz,Succeeded,"Ames 2915712 30"" Poly Leaf Rake",https://www.walmart.com/ip/Ames-2915712-30-Poly-Leaf-Rake/49694988
Assembled Product Dimensions (L x W x H),72.00 x 31.00 x 2.00 Inches,Succeeded,"Ames 2915712 30"" Poly Leaf Rake",https://www.walmart.com/ip/Ames-2915712-30-Poly-Leaf-Rake/49694988
Brand,Zenport,Succeeded,Zenport ZL0014-8MIL Large Green Tapener Plant Tie Ta  ...,https://www.walmart.com/ip/Zenport-ZL0014-8MIL-Large-Green-Tapener-Plant-Tie-Tape-180-ft-8-MIL/48023625
Color,Multicolor,Succeeded,Zenport ZL0014-8MIL Large Green Tapener Plant Tie Ta  ...,https://www.walmart.com/ip/Zenport-ZL0014-8MIL-Large-Green-Tapener-Plant-Tie-Tape-180-ft-8-MIL/48023625
Model,ZL0014-8MIL,Succeeded,Zenport ZL0014-8MIL Large Green Tapener Plant Tie Ta  ...,https://www.walmart.com/ip/Zenport-ZL0014-8MIL-Large-Green-Tapener-Plant-Tie-Tape-180-ft-8-MIL/48023625
manufacturer_part_number,zl0014-8mil,Succeeded,Zenport ZL0014-8MIL Large Green Tapener Plant Tie Ta  ...,https://www.walmart.com/ip/Zenport-ZL0014-8MIL-Large-Green-Tapener-Plant-Tie-Tape-180-ft-8-MIL/48023625
Brand,United General,Succeeded,United General WH89685 4 Cubic Feet 20 Gauge Steel T  ...,https://www.walmart.com/ip/United-General-WH89685-4-Cubic-Feet-20-Gauge-Steel-Tray-Wheelbarrow/26592542
Material,Steel,Succeeded,United General WH89685 4 Cubic Feet 20 Gauge Steel T  ...,https://www.walmart.com/ip/United-General-WH89685-4-Cubic-Feet-20-Gauge-Steel-Tray-Wheelbarrow/26592542
Model,WH89685,Succeeded,United General WH89685 4 Cubic Feet 20 Gauge Steel T  ...,https://www.walmart.com/ip/United-General-WH89685-4-Cubic-Feet-20-Gauge-Steel-Tray-Wheelbarrow/26592542
Color,Multicolor,Succeeded,United General WH89685 4 Cubic Feet 20 Gauge Steel T  ...,https://www.walmart.com/ip/United-General-WH89685-4-Cubic-Feet-20-Gauge-Steel-Tray-Wheelbarrow/26592542
Manufacturer Part Number,WH89685,Succeeded,United General WH89685 4 Cubic Feet 20 Gauge Steel T  ...,https://www.walmart.com/ip/United-General-WH89685-4-Cubic-Feet-20-Gauge-Steel-Tray-Wheelbarrow/26592542
Volume Capacity,cu ft,Succeeded,United General WH89685 4 Cubic Feet 20 Gauge Steel T  ...,https://www.walmart.com/ip/United-General-WH89685-4-Cubic-Feet-20-Gauge-Steel-Tray-Wheelbarrow/26592542
Assembled Product Dimensions (L x W x H),56.30 x 21.50 x 19.90 Inches,Succeeded,United General WH89685 4 Cubic Feet 20 Gauge Steel T  ...,https://www.walmart.com/ip/United-General-WH89685-4-Cubic-Feet-20-Gauge-Steel-Tray-Wheelbarrow/26592542
Brand,Geobin,Succeeded,Geobin Compost Bin,https://www.walmart.com/ip/Geobin-Compost-Bin/183259752
Material,Plastic,Succeeded,Geobin Compost Bin,https://www.walmart.com/ip/Geobin-Compost-Bin/183259752
Color,Black,Succeeded,Geobin Compost Bin,https://www.walmart.com/ip/Geobin-Compost-Bin/183259752
manufacturer_part_number,GEOBIN,Succeeded,Geobin Compost Bin,https://www.walmart.com/ip/Geobin-Compost-Bin/183259752
Recommended Location,Outdoor,Succeeded,Geobin Compost Bin,https://www.walmart.com/ip/Geobin-Compost-Bin/183259752
Capacity,0.46,Succeeded,Geobin Compost Bin,https://www.walmart.com/ip/Geobin-Compost-Bin/183259752
Brand,Behrens,Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Material,Galvanized Steel,Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Manufacturer Part Number,6104,Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Animal Type,Bird,Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Color,"Silver, Galvanized",Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Assembled Product Dimensions (L x W x H),13.50 x 13.50 x 11.50 Inches,Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Brand,Behrens,Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Material,Galvanized Steel,Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Manufacturer Part Number,6104,Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Animal Type,Bird,Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Color,"Silver, Galvanized",Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Assembled Product Dimensions (L x W x H),13.50 x 13.50 x 11.50 Inches,Succeeded,Behrens High Grade Steel 6104 4 Gal Silver Galvanize  ...,https://www.walmart.com/ip/Behrens-High-Grade-Steel-6104-4-Gal-Silver-Galvanized-Steel-Dry-Storage-Can-with-Locking-Lid/47711073
Features,"- spring loaded handles for easy storage, - comfortable padding to protect sore knees, - arm supports for assistance standing back up, - pad (per side): 0.75"" thick, - overall open dimensions: 23.25""l x 11""w x 19""h, - overall folded dimensions: 23.5""l x 10.5""w x 0.5""h",Succeeded,Outsunny Folding Garden Kneeler/Kneeling Bench Chair  ...,https://www.walmart.com/ip/Outsunny-Folding-Garden-Kneeler-Kneeling-Bench-Chair-Green/127149201
Material,Metal,Succeeded,Outsunny Folding Garden Kneeler/Kneeling Bench Chair  ...,https://www.walmart.com/ip/Outsunny-Folding-Garden-Kneeler-Kneeling-Bench-Chair-Green/127149201
Brand,Outsunny,Succeeded,Outsunny Folding Garden Kneeler/Kneeling Bench Chair  ...,https://www.walmart.com/ip/Outsunny-Folding-Garden-Kneeler-Kneeling-Bench-Chair-Green/127149201
Manufacturer Part Number,01-0134,Succeeded,Outsunny Folding Garden Kneeler/Kneeling Bench Chair  ...,https://www.walmart.com/ip/Outsunny-Folding-Garden-Kneeler-Kneeling-Bench-Chair-Green/127149201
Assembled Product Weight,5.69 lb,Succeeded,Outsunny Folding Garden Kneeler/Kneeling Bench Chair  ...,https://www.walmart.com/ip/Outsunny-Folding-Garden-Kneeler-Kneeling-Bench-Chair-Green/127149201
Assembled Product Dimensions (L x W x H),11.61 x 5.51 x 24.02 Inches,Succeeded,Outsunny Folding Garden Kneeler/Kneeling Bench Chair  ...,https://www.walmart.com/ip/Outsunny-Folding-Garden-Kneeler-Kneeling-Bench-Chair-Green/127149201
Brand,Fiskars,Succeeded,"Fiskars Ergo Aluminum Garden Rake (60"")",https://www.walmart.com/ip/Fiskars-Ergo-Aluminum-Garden-Rake-60/127518400
Model,335510-1002,Succeeded,"Fiskars Ergo Aluminum Garden Rake (60"")",https://www.walmart.com/ip/Fiskars-Ergo-Aluminum-Garden-Rake-60/127518400
Manufacturer Part Number,335510-1002,Succeeded,"Fiskars Ergo Aluminum Garden Rake (60"")",https://www.walmart.com/ip/Fiskars-Ergo-Aluminum-Garden-Rake-60/127518400
Assembled Product Weight,1.76 oz,Succeeded,"Fiskars Ergo Aluminum Garden Rake (60"")",https://www.walmart.com/ip/Fiskars-Ergo-Aluminum-Garden-Rake-60/127518400
Assembled Product Dimensions (L x W x H),61.00 x 14.38 x 2.50 Inches,Succeeded,"Fiskars Ergo Aluminum Garden Rake (60"")",https://www.walmart.com/ip/Fiskars-Ergo-Aluminum-Garden-Rake-60/127518400
Features,"Children's Garden Tool Set., Colorful, fun, and practical, Specially made for smaller hands and curious minds, Canvas tote with front and side pockets, Perfect for working beside mom or dad., Includes 8.5"" trowel ,8"" shovel and 6"" rake . Made for real work .Hardwood handles and enameled metal implements",Succeeded,Kids Garden Tool Set with Tote,https://www.walmart.com/ip/Kids-Garden-Tool-Set-with-Tote/103273827
Brand,Bo Toys and Gifts,Succeeded,Kids Garden Tool Set with Tote,https://www.walmart.com/ip/Kids-Garden-Tool-Set-with-Tote/103273827
Color,"green, blue, yellow, red",Succeeded,Kids Garden Tool Set with Tote,https://www.walmart.com/ip/Kids-Garden-Tool-Set-with-Tote/103273827
Age Range,5 to 7 Years,Succeeded,Kids Garden Tool Set with Tote,https://www.walmart.com/ip/Kids-Garden-Tool-Set-with-Tote/103273827
Brand,Jackson Professional Tools,Succeeded,Ames M6T22 6 Cubic Steel Wheelbarrow,https://www.walmart.com/ip/Ames-M6T22-6-Cubic-Steel-Wheelbarrow/20463684
Material,Steel,Succeeded,Ames M6T22 6 Cubic Steel Wheelbarrow,https://www.walmart.com/ip/Ames-M6T22-6-Cubic-Steel-Wheelbarrow/20463684
Model,M6T22,Succeeded,Ames M6T22 6 Cubic Steel Wheelbarrow,https://www.walmart.com/ip/Ames-M6T22-6-Cubic-Steel-Wheelbarrow/20463684
Color,Blue,Succeeded,Ames M6T22 6 Cubic Steel Wheelbarrow,https://www.walmart.com/ip/Ames-M6T22-6-Cubic-Steel-Wheelbarrow/20463684
Manufacturer Part Number,1350-7033,Succeeded,Ames M6T22 6 Cubic Steel Wheelbarrow,https://www.walmart.com/ip/Ames-M6T22-6-Cubic-Steel-Wheelbarrow/20463684
Volume Capacity,cu ft,Succeeded,Ames M6T22 6 Cubic Steel Wheelbarrow,https://www.walmart.com/ip/Ames-M6T22-6-Cubic-Steel-Wheelbarrow/20463684
Assembled Product Dimensions (L x W x H),58.75 x 25.50 x 27.00 Inches,Succeeded,Ames M6T22 6 Cubic Steel Wheelbarrow,https://www.walmart.com/ip/Ames-M6T22-6-Cubic-Steel-Wheelbarrow/20463684
Brand,RUGG MFG CORP,Succeeded,RUGG DELUXE BAMBOO RAKE,https://www.walmart.com/ip/RUGG-DELUXE-BAMBOO-RAKE/141019770
Model,016059,Succeeded,RUGG DELUXE BAMBOO RAKE,https://www.walmart.com/ip/RUGG-DELUXE-BAMBOO-RAKE/141019770
manufacturer_part_number,b10,Succeeded,RUGG DELUXE BAMBOO RAKE,https://www.walmart.com/ip/RUGG-DELUXE-BAMBOO-RAKE/141019770
Assembled Product Weight,0.25 Ounces,Succeeded,RUGG DELUXE BAMBOO RAKE,https://www.walmart.com/ip/RUGG-DELUXE-BAMBOO-RAKE/141019770
Assembled Product Dimensions (L x W x H),37.00 x 2.00 x 11.00 Inches,Succeeded,RUGG DELUXE BAMBOO RAKE,https://www.walmart.com/ip/RUGG-DELUXE-BAMBOO-RAKE/141019770
Brand,Fiskars,Succeeded,Fiskars Garden Bucket Caddy (Green),https://www.walmart.com/ip/Fiskars-Garden-Bucket-Caddy-Green/20563590
Color,Green,Succeeded,Fiskars Garden Bucket Caddy (Green),https://www.walmart.com/ip/Fiskars-Garden-Bucket-Caddy-Green/20563590
Model,485862,Succeeded,Fiskars Garden Bucket Caddy (Green),https://www.walmart.com/ip/Fiskars-Garden-Bucket-Caddy-Green/20563590
Manufacturer Part Number,485862,Succeeded,Fiskars Garden Bucket Caddy (Green),https://www.walmart.com/ip/Fiskars-Garden-Bucket-Caddy-Green/20563590
Assembled Product Dimensions (L x W x H),2.50 x 10.00 x 12.50 Inches,Succeeded,Fiskars Garden Bucket Caddy (Green),https://www.walmart.com/ip/Fiskars-Garden-Bucket-Caddy-Green/20563590
Brand,Fiskars,Succeeded,Fiskars Soft Grip Take-Apart Garden Shears,https://www.walmart.com/ip/Fiskars-Soft-Grip-Take-Apart-Garden-Shears/19856860
Model,485938,Succeeded,Fiskars Soft Grip Take-Apart Garden Shears,https://www.walmart.com/ip/Fiskars-Soft-Grip-Take-Apart-Garden-Shears/19856860
Material,Multi,Succeeded,Fiskars Soft Grip Take-Apart Garden Shears,https://www.walmart.com/ip/Fiskars-Soft-Grip-Take-Apart-Garden-Shears/19856860
Manufacturer Part Number,485938,Succeeded,Fiskars Soft Grip Take-Apart Garden Shears,https://www.walmart.com/ip/Fiskars-Soft-Grip-Take-Apart-Garden-Shears/19856860
Assembled Product Weight,1.0 Pounds,Succeeded,Fiskars Soft Grip Take-Apart Garden Shears,https://www.walmart.com/ip/Fiskars-Soft-Grip-Take-Apart-Garden-Shears/19856860
Assembled Product Dimensions (L x W x H),1.00 x 4.00 x 10.75 Inches,Succeeded,Fiskars Soft Grip Take-Apart Garden Shears,https://www.walmart.com/ip/Fiskars-Soft-Grip-Take-Apart-Garden-Shears/19856860
Features,te - sold as 2 units,Succeeded,True Temper TE Half Moon Edger,https://www.walmart.com/ip/True-Temper-TE-Half-Moon-Edger/38442327
Model,TE,Succeeded,True Temper TE Half Moon Edger,https://www.walmart.com/ip/True-Temper-TE-Half-Moon-Edger/38442327
Brand,True Temper,Succeeded,True Temper TE Half Moon Edger,https://www.walmart.com/ip/True-Temper-TE-Half-Moon-Edger/38442327
Condition,New,Succeeded,True Temper TE Half Moon Edger,https://www.walmart.com/ip/True-Temper-TE-Half-Moon-Edger/38442327
Manufacturer Part Number,TE,Succeeded,True Temper TE Half Moon Edger,https://www.walmart.com/ip/True-Temper-TE-Half-Moon-Edger/38442327
Assembled Product Dimensions (L x W x H),53.25 x 9.00 x 1.75 Inches,Succeeded,True Temper TE Half Moon Edger,https://www.walmart.com/ip/True-Temper-TE-Half-Moon-Edger/38442327
Brand,Midwest Quality Glove,Succeeded,Midwest Quality Glove Large Lady Hp Garden Glove 149  ...,https://www.walmart.com/ip/Midwest-Quality-Glove-Large-Lady-Hp-Garden-Glove-149F6-9/45836734
Color,Assorted,Succeeded,Midwest Quality Glove Large Lady Hp Garden Glove 149  ...,https://www.walmart.com/ip/Midwest-Quality-Glove-Large-Lady-Hp-Garden-Glove-149F6-9/45836734
Fabric Material,Cotton Blend,Succeeded,Midwest Quality Glove Large Lady Hp Garden Glove 149  ...,https://www.walmart.com/ip/Midwest-Quality-Glove-Large-Lady-Hp-Garden-Glove-149F6-9/45836734
Model,149F6-9,Succeeded,Midwest Quality Glove Large Lady Hp Garden Glove 149  ...,https://www.walmart.com/ip/Midwest-Quality-Glove-Large-Lady-Hp-Garden-Glove-149F6-9/45836734
Manufacturer Part Number,149F6-9,Succeeded,Midwest Quality Glove Large Lady Hp Garden Glove 149  ...,https://www.walmart.com/ip/Midwest-Quality-Glove-Large-Lady-Hp-Garden-Glove-149F6-9/45836734
Brand,Ames,Succeeded,Ames Fiberglass Handle Garden Hoe,https://www.walmart.com/ip/Ames-Fiberglass-Handle-Garden-Hoe/36073567
Model,1825400,Succeeded,Ames Fiberglass Handle Garden Hoe,https://www.walmart.com/ip/Ames-Fiberglass-Handle-Garden-Hoe/36073567
Manufacturer Part Number,1825400,Succeeded,Ames Fiberglass Handle Garden Hoe,https://www.walmart.com/ip/Ames-Fiberglass-Handle-Garden-Hoe/36073567
Assembled Product Dimensions (L x W x H),5.50 x 6.00 x 50.00 Inches,Succeeded,Ames Fiberglass Handle Garden Hoe,https://www.walmart.com/ip/Ames-Fiberglass-Handle-Garden-Hoe/36073567
Brand,Fiskars,Succeeded,"Fiskars X25 Splitting Axe (28"")",https://www.walmart.com/ip/Fiskars-X25-Splitting-Axe-28/16794895
manufacturer_part_number,x25,Succeeded,"Fiskars X25 Splitting Axe (28"")",https://www.walmart.com/ip/Fiskars-X25-Splitting-Axe-28/16794895
Material,Forged Steel,Succeeded,"Fiskars X25 Splitting Axe (28"")",https://www.walmart.com/ip/Fiskars-X25-Splitting-Axe-28/16794895
Color,Brown,Succeeded,"Fiskars X25 Splitting Axe (28"")",https://www.walmart.com/ip/Fiskars-X25-Splitting-Axe-28/16794895
Assembled Product Weight,5.6 Pounds,Succeeded,"Fiskars X25 Splitting Axe (28"")",https://www.walmart.com/ip/Fiskars-X25-Splitting-Axe-28/16794895
Assembled Product Dimensions (L x W x H),30.40 x 9.40 x 1.70 Inches,Succeeded,"Fiskars X25 Splitting Axe (28"")",https://www.walmart.com/ip/Fiskars-X25-Splitting-Axe-28/16794895
Brand,Flexrake,Succeeded,Flexrake 58W Small Scoop & Steel Rake Set,https://www.walmart.com/ip/Flexrake-58W-Small-Scoop-Steel-Rake-Set/21783307
Material,Multi,Succeeded,Flexrake 58W Small Scoop & Steel Rake Set,https://www.walmart.com/ip/Flexrake-58W-Small-Scoop-Steel-Rake-Set/21783307
Model,58W,Succeeded,Flexrake 58W Small Scoop & Steel Rake Set,https://www.walmart.com/ip/Flexrake-58W-Small-Scoop-Steel-Rake-Set/21783307
manufacturer_part_number,58w,Succeeded,Flexrake 58W Small Scoop & Steel Rake Set,https://www.walmart.com/ip/Flexrake-58W-Small-Scoop-Steel-Rake-Set/21783307
Assembled Product Weight,2 lb,Succeeded,Flexrake 58W Small Scoop & Steel Rake Set,https://www.walmart.com/ip/Flexrake-58W-Small-Scoop-Steel-Rake-Set/21783307
Assembled Product Dimensions (L x W x H),36.00 x 8.00 x 8.00 Inches,Succeeded,Flexrake 58W Small Scoop & Steel Rake Set,https://www.walmart.com/ip/Flexrake-58W-Small-Scoop-Steel-Rake-Set/21783307
Features,"1.5"" x 1.5"" x 1.5"" with 1.25"" Stake",Succeeded,Fairy Garden - Polka Dot Mushrooms - Set of 3 - Mini  ...,https://www.walmart.com/ip/Fairy-Garden-Polka-Dot-Mushrooms-Set-of-3-Miniature/133718141
Brand,Marshall Home,Succeeded,Fairy Garden - Polka Dot Mushrooms - Set of 3 - Mini  ...,https://www.walmart.com/ip/Fairy-Garden-Polka-Dot-Mushrooms-Set-of-3-Miniature/133718141
Manufacturer Part Number,MGZ199,Succeeded,Fairy Garden - Polka Dot Mushrooms - Set of 3 - Mini  ...,https://www.walmart.com/ip/Fairy-Garden-Polka-Dot-Mushrooms-Set-of-3-Miniature/133718141
Brand,ALEKO,Succeeded,ALEKO 2WNF10 Flat Free Replacement Wheels for Wheelb  ...,https://www.walmart.com/ip/ALEKO-2WNF10-Flat-Free-Replacement-Wheels-for-Wheelbarrow-10-No-Flat-Tire-Black-Pack-of-2/54409309
Material,"Metal, Rubber",Succeeded,ALEKO 2WNF10 Flat Free Replacement Wheels for Wheelb  ...,https://www.walmart.com/ip/ALEKO-2WNF10-Flat-Free-Replacement-Wheels-for-Wheelbarrow-10-No-Flat-Tire-Black-Pack-of-2/54409309
Model,2WNF10-WM,Succeeded,ALEKO 2WNF10 Flat Free Replacement Wheels for Wheelb  ...,https://www.walmart.com/ip/ALEKO-2WNF10-Flat-Free-Replacement-Wheels-for-Wheelbarrow-10-No-Flat-Tire-Black-Pack-of-2/54409309
Color,Black,Succeeded,ALEKO 2WNF10 Flat Free Replacement Wheels for Wheelb  ...,https://www.walmart.com/ip/ALEKO-2WNF10-Flat-Free-Replacement-Wheels-for-Wheelbarrow-10-No-Flat-Tire-Black-Pack-of-2/54409309
Manufacturer Part Number,2WNF10-WM,Succeeded,ALEKO 2WNF10 Flat Free Replacement Wheels for Wheelb  ...,https://www.walmart.com/ip/ALEKO-2WNF10-Flat-Free-Replacement-Wheels-for-Wheelbarrow-10-No-Flat-Tire-Black-Pack-of-2/54409309
Assembled Product Dimensions (L x W x H),10.00 x 6.00 x 10.00 Inches,Succeeded,ALEKO 2WNF10 Flat Free Replacement Wheels for Wheelb  ...,https://www.walmart.com/ip/ALEKO-2WNF10-Flat-Free-Replacement-Wheels-for-Wheelbarrow-10-No-Flat-Tire-Black-Pack-of-2/54409309
Features,"overall width: 48"", handle: cantilever transport, aeration depth: 3"", frame: steel, item: lawn aerator, wheels: semi-pneumatic, weight capacity: 140 lb., overall depth: 35"", overall height: 36"", wheel dia.: 10"", spike wheel material: galvanized steel, hitch type: pull, number of spike wheels: 8, working width: 48"", spike wheel type: straight plug, spike dia.: 3/4"", total number of spikes: 32, wheel width: 4""",Succeeded,"Agri-Fab, Inc. 48"" Plug Aerator Tow Behind Lawn Groo  ...",https://www.walmart.com/ip/Agri-Fab-Inc-48-Plug-Aerator-Tow-Behind-Lawn-Groomer-Model-45-02992/55213173
Brand,"Agri-Fab, Inc.",Succeeded,"Agri-Fab, Inc. 48"" Plug Aerator Tow Behind Lawn Groo  ...",https://www.walmart.com/ip/Agri-Fab-Inc-48-Plug-Aerator-Tow-Behind-Lawn-Groomer-Model-45-02992/55213173
Model,45-0299,Succeeded,"Agri-Fab, Inc. 48"" Plug Aerator Tow Behind Lawn Groo  ...",https://www.walmart.com/ip/Agri-Fab-Inc-48-Plug-Aerator-Tow-Behind-Lawn-Groomer-Model-45-02992/55213173
Manufacturer Part Number,45-0299,Succeeded,"Agri-Fab, Inc. 48"" Plug Aerator Tow Behind Lawn Groo  ...",https://www.walmart.com/ip/Agri-Fab-Inc-48-Plug-Aerator-Tow-Behind-Lawn-Groomer-Model-45-02992/55213173
Assembled Product Weight,92 lb,Succeeded,"Agri-Fab, Inc. 48"" Plug Aerator Tow Behind Lawn Groo  ...",https://www.walmart.com/ip/Agri-Fab-Inc-48-Plug-Aerator-Tow-Behind-Lawn-Groomer-Model-45-02992/55213173
Color,Multicolor,Succeeded,"Agri-Fab, Inc. 48"" Plug Aerator Tow Behind Lawn Groo  ...",https://www.walmart.com/ip/Agri-Fab-Inc-48-Plug-Aerator-Tow-Behind-Lawn-Groomer-Model-45-02992/55213173
Assembled Product Dimensions (L x W x H),35.00 x 60.00 x 36.00 Inches,Succeeded,"Agri-Fab, Inc. 48"" Plug Aerator Tow Behind Lawn Groo  ...",https://www.walmart.com/ip/Agri-Fab-Inc-48-Plug-Aerator-Tow-Behind-Lawn-Groomer-Model-45-02992/55213173
Features,Bond telescopic shrub rake,Succeeded,Bond LH013 Telescopic Shrub Rake,https://www.walmart.com/ip/Bond-LH013-Telescopic-Shrub-Rake/16596027
Brand,Bond,Succeeded,Bond LH013 Telescopic Shrub Rake,https://www.walmart.com/ip/Bond-LH013-Telescopic-Shrub-Rake/16596027
Material,Multi,Succeeded,Bond LH013 Telescopic Shrub Rake,https://www.walmart.com/ip/Bond-LH013-Telescopic-Shrub-Rake/16596027
Model,LH013,Succeeded,Bond LH013 Telescopic Shrub Rake,https://www.walmart.com/ip/Bond-LH013-Telescopic-Shrub-Rake/16596027
Manufacturer Part Number,1332-2227,Succeeded,Bond LH013 Telescopic Shrub Rake,https://www.walmart.com/ip/Bond-LH013-Telescopic-Shrub-Rake/16596027
Assembled Product Dimensions (L x W x H),76.00 x 14.50 x 4.50 Inches,Succeeded,Bond LH013 Telescopic Shrub Rake,https://www.walmart.com/ip/Bond-LH013-Telescopic-Shrub-Rake/16596027
Material,Metal and Foam,Succeeded,Garden Kneeler Seat Folding Bench Stool Frame+ Kneel  ...,https://www.walmart.com/ip/Garden-Kneeler-Seat-Folding-Bench-Stool-Frame-Kneeling-Pad-2-Tool-Pouches/834312908
Brand,Unbrand,Succeeded,Garden Kneeler Seat Folding Bench Stool Frame+ Kneel  ...,https://www.walmart.com/ip/Garden-Kneeler-Seat-Folding-Bench-Stool-Frame-Kneeling-Pad-2-Tool-Pouches/834312908
Model,Garden Kneeler Seat,Succeeded,Garden Kneeler Seat Folding Bench Stool Frame+ Kneel  ...,https://www.walmart.com/ip/Garden-Kneeler-Seat-Folding-Bench-Stool-Frame-Kneeling-Pad-2-Tool-Pouches/834312908
Brand,HLMZ VMGVIKIRHVH,Succeeded,1 Foam Kneeling Pad Knee Mat Seat Cushion Gardening   ...,https://www.walmart.com/ip/1-Foam-Kneeling-Pad-Knee-Mat-Seat-Cushion-Gardening-Home-Garden-School-Outdoor/277964410
Manufacturer Part Number,ATB-FKP38,Succeeded,1 Foam Kneeling Pad Knee Mat Seat Cushion Gardening   ...,https://www.walmart.com/ip/1-Foam-Kneeling-Pad-Knee-Mat-Seat-Cushion-Gardening-Home-Garden-School-Outdoor/277964410
Brand,EMSCO,Succeeded,Emsco Group Utility Pan,https://www.walmart.com/ip/Emsco-Group-Utility-Pan/40449233
Model,7583-1,Succeeded,Emsco Group Utility Pan,https://www.walmart.com/ip/Emsco-Group-Utility-Pan/40449233
Manufacturer Part Number,7583-1,Succeeded,Emsco Group Utility Pan,https://www.walmart.com/ip/Emsco-Group-Utility-Pan/40449233
Assembled Product Dimensions (L x W x H),2.50 x 25.00 x 25.00 Inches,Succeeded,Emsco Group Utility Pan,https://www.walmart.com/ip/Emsco-Group-Utility-Pan/40449233
Brand,Generic,Succeeded,Grow!t™ Clay Pebbles 10L Bag,https://www.walmart.com/ip/Grow-t-Clay-Pebbles-10L-Bag/45856718
Material,Multi,Succeeded,Grow!t™ Clay Pebbles 10L Bag,https://www.walmart.com/ip/Grow-t-Clay-Pebbles-10L-Bag/45856718
Color,Multicolor,Succeeded,Grow!t™ Clay Pebbles 10L Bag,https://www.walmart.com/ip/Grow-t-Clay-Pebbles-10L-Bag/45856718
Model,GMC10L,Succeeded,Grow!t™ Clay Pebbles 10L Bag,https://www.walmart.com/ip/Grow-t-Clay-Pebbles-10L-Bag/45856718
Manufacturer Part Number,181054,Succeeded,Grow!t™ Clay Pebbles 10L Bag,https://www.walmart.com/ip/Grow-t-Clay-Pebbles-10L-Bag/45856718
Assembled Product Dimensions (L x W x H),18.50 x 11.00 x 3.00 Inches,Succeeded,Grow!t™ Clay Pebbles 10L Bag,https://www.walmart.com/ip/Grow-t-Clay-Pebbles-10L-Bag/45856718
